metadata_location_name,metadata_series_label,start_year,end_year,resolved_location_name,resolved_location_id,resolved_species_name,resolved_species_id,records_downloaded,output_file,source_urls,status
McLees Lake,sockeye,2001,2023,McLees Lake,74,Sockeye,420,1242,adfg_fish_counts\series\mclees_lake__sockeye__2001_2023.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=74&speciesID=420&year=2023%2C2022%2C2021%2C2020%2C2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=74&speciesID=420&year=2018%2C2017%2C2016%2C2015%2C2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=74&speciesID=420&year=2013%2C2012%2C2011%2C2010%2C2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=74&speciesID=420&year=2008%2C2007%2C2006%2C2005%2C2004 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=74&speciesID=420&year=2003%2C2002%2C2001,success
Naknek River,sockeye,1958,2011,Naknek River,48,Sockeye,420,1657,adfg_fish_counts\series\naknek_river__sockeye__1958_2011.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=2006%2C2005%2C2004%2C2003%2C2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=2001%2C2000%2C1999%2C1998%2C1997 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1996%2C1995%2C1994%2C1993%2C1992 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1991%2C1990%2C1989%2C1988%2C1987 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1986%2C1985%2C1984%2C1983%2C1982 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1981%2C1980%2C1979%2C1978%2C1977 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1976%2C1975%2C1974%2C1973%2C1972 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1971%2C1970%2C1969%2C1968%2C1967 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1966%2C1965%2C1964%2C1963%2C1962 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=48&speciesID=420&year=1961%2C1960%2C1959%2C1958,success
Nelson River (Sapsuk),chinook,2006,2025,Nelson River (Sapsuk),32,Chinook,410,900,adfg_fish_counts\series\nelson_river_sapsuk__chinook__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=410&year=2010%2C2009%2C2008%2C2007%2C2006,success
Nelson River (Sapsuk),chum,2006,2025,Nelson River (Sapsuk),32,Chum,450,552,adfg_fish_counts\series\nelson_river_sapsuk__chum__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=450&year=2010%2C2009%2C2008%2C2007%2C2006,success
Nelson River (Sapsuk),pink,2006,2025,Nelson River (Sapsuk),32,Pink,440,536,adfg_fish_counts\series\nelson_river_sapsuk__pink__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=440&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=440&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=440&year=2010%2C2009%2C2008%2C2007%2C2006,success
Nelson River (Sapsuk),sockeye,2006,2025,Nelson River (Sapsuk),32,Sockeye,420,1102,adfg_fish_counts\series\nelson_river_sapsuk__sockeye__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=32&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006,success
Ninilchik River,chinook,2019,2025,Ninilchik River,75,Chinook,410,611,adfg_fish_counts\series\ninilchik_river__chinook__2019_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=75&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=75&speciesID=410&year=2020%2C2019,success
Ninilchik River,chinook late run,2024,2024,Ninilchik River,75,Chinook - Late Run,412,0,,,no_records
Nushagak River,chinook,2011,2025,Nushagak River,51,Chinook,410,799,adfg_fish_counts\series\nushagak_river__chinook__2011_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011,success
Nushagak River,chum,2011,2025,Nushagak River,51,Chum,450,812,adfg_fish_counts\series\nushagak_river__chum__2011_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011,success
Nushagak River,coho,2012,2024,Nushagak River,51,Coho,430,167,adfg_fish_counts\series\nushagak_river__coho__2012_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=430&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=430&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=430&year=2014%2C2013%2C2012,success
Nushagak River,pink,2012,2024,Nushagak River,51,Pink,440,98,adfg_fish_counts\series\nushagak_river__pink__2012_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=440&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=440&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=440&year=2014%2C2013%2C2012,success
Nushagak River,sockeye,1980,2025,Nushagak River,51,Sockeye,420,2653,adfg_fish_counts\series\nushagak_river__sockeye__1980_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2005%2C2004%2C2003%2C2002%2C2001 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=2000%2C1999%2C1998%2C1997%2C1996 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=1995%2C1994%2C1993%2C1992%2C1991 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=1990%2C1989%2C1988%2C1987%2C1986 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=1985%2C1984%2C1983%2C1982%2C1981 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=51&speciesID=420&year=1980,success
Nuyakuk River,sockeye,2003,2006,Nuyakuk River,52,Sockeye,420,109,adfg_fish_counts\series\nuyakuk_river__sockeye__2003_2006.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=52&speciesID=420&year=2006%2C2005%2C2004%2C2003,success
Olga Creek (Upper Station),chinook,2006,2025,Olga Creek (Upper Station),26,Chinook,410,311,adfg_fish_counts\series\olga_creek_upper_station__chinook__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=410&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=410&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=410&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=410&year=2010%2C2009%2C2008%2C2007%2C2006,success
Olga Creek (Upper Station),chum,2007,2025,Olga Creek (Upper Station),26,Chum,450,492,adfg_fish_counts\series\olga_creek_upper_station__chum__2007_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=450&year=2010%2C2009%2C2008%2C2007,success
Olga Creek (Upper Station),coho,2006,2025,Olga Creek (Upper Station),26,Coho,430,1082,adfg_fish_counts\series\olga_creek_upper_station__coho__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=430&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=430&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=430&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=430&year=2010%2C2009%2C2008%2C2007%2C2006,success
Olga Creek (Upper Station),pink,2006,2025,Olga Creek (Upper Station),26,Pink,440,1289,adfg_fish_counts\series\olga_creek_upper_station__pink__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=440&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=440&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=440&year=2010%2C2009%2C2008%2C2007%2C2006,success
Olga Creek (Upper Station),sockeye,2006,2025,Olga Creek (Upper Station),26,Sockeye,420,2348,adfg_fish_counts\series\olga_creek_upper_station__sockeye__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006,success
Olga Creek (Upper Station),steelhead,2006,2025,Olga Creek (Upper Station),26,Steelhead,540,1744,adfg_fish_counts\series\olga_creek_upper_station__steelhead__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=540&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=540&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=540&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=540&year=2010%2C2009%2C2008%2C2007%2C2006,success
Olga Creek (Upper Station),sockeye late run,2018,2025,Olga Creek (Upper Station),26,Sockeye - Late Run,422,2,adfg_fish_counts\series\olga_creek_upper_station__sockeye_late_run__2018_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=422&year=2020%2C2019%2C2018,success
Olga Creek (Upper Station),sockeye early run,2008,2025,Olga Creek (Upper Station),26,Sockeye - Early Run,421,1,adfg_fish_counts\series\olga_creek_upper_station__sockeye_early_run__2008_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2025 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2024 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2023 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2022 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2019 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2018 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2017 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2014 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2013 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=26&speciesID=421&year=2010%2C2009%2C2008,success
Orzinski Lake,chum,2007,2025,Orzinski Lake,31,Chum,450,133,adfg_fish_counts\series\orzinski_lake__chum__2007_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=450&year=2010%2C2009%2C2008%2C2007,success
Orzinski Lake,coho,2007,2024,Orzinski Lake,31,Coho,430,97,adfg_fish_counts\series\orzinski_lake__coho__2007_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=430&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=430&year=2019%2C2018%2C2017%2C2016%2C2015 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=430&year=2014%2C2013%2C2012%2C2011%2C2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=430&year=2009%2C2008%2C2007,success
Orzinski Lake,pink,2007,2025,Orzinski Lake,31,Pink,440,300,adfg_fish_counts\series\orzinski_lake__pink__2007_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=440&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=440&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=440&year=2010%2C2009%2C2008%2C2007,success
Orzinski Lake,sockeye,2006,2025,Orzinski Lake,31,Sockeye,420,1083,adfg_fish_counts\series\orzinski_lake__sockeye__2006_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=31&speciesID=420&year=2010%2C2009%2C2008%2C2007%2C2006,success
Pasagshak,chinook,2016,2024,Pasagshak,60,Chinook,410,102,adfg_fish_counts\series\pasagshak__chinook__2016_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=410&year=2024%2C2023%2C2022%2C2021%2C2020 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=410&year=2019%2C2018%2C2017%2C2016,success
Pasagshak,chum,2011,2025,Pasagshak,60,Chum,450,331,adfg_fish_counts\series\pasagshak__chum__2011_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=450&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=450&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=450&year=2015%2C2014%2C2013%2C2012%2C2011,success
Pasagshak,coho,2015,2025,Pasagshak,60,Coho,430,59,adfg_fish_counts\series\pasagshak__coho__2015_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=430&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=430&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=430&year=2015,success
Pasagshak,pink,2011,2025,Pasagshak,60,Pink,440,323,adfg_fish_counts\series\pasagshak__pink__2011_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=440&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=440&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=440&year=2015%2C2014%2C2013%2C2012%2C2011,success
Pasagshak,sockeye,2011,2025,Pasagshak,60,Sockeye,420,954,adfg_fish_counts\series\pasagshak__sockeye__2011_2025.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=420&year=2025%2C2024%2C2023%2C2022%2C2021 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=420&year=2020%2C2019%2C2018%2C2017%2C2016 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=420&year=2015%2C2014%2C2013%2C2012%2C2011,success
Pasagshak,steelhead,2024,2024,Pasagshak,60,Steelhead,540,1,adfg_fish_counts\series\pasagshak__steelhead__2024_2024.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=60&speciesID=540&year=2024,success
Pauls Bay River,chum,2014,2016,Pauls Bay River,22,Chum,450,109,adfg_fish_counts\series\pauls_bay_river__chum__2014_2016.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=450&year=2016%2C2015%2C2014,success
Pauls Bay River,coho,2001,2016,Pauls Bay River,22,Coho,430,132,adfg_fish_counts\series\pauls_bay_river__coho__2001_2016.csv,https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2016%2C2015%2C2014%2C2013%2C2012 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2011%2C2010%2C2009%2C2008%2C2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2011 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2010 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2009 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2008 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2007 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2006%2C2005%2C2004%2C2003%2C2002 | https://www.adfg.alaska.gov/sf/FishCounts/index.cfm?ADFG=export.excel&countLocationID=22&speciesID=430&year=2001,success
